global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
34823,34823,139292,212,253,1012,793.0,0.0,793.0,898,900,635.2292490118577,19,0,1000000,3000,4
35981,35981,143924,213,1158,4632,1144.0,0.0,1144.0,1433,1433,785.0604490500864,29,0,1000000,3000,4
36033,36033,144132,214,52,208,234.0,0.0,234.0,301,301,133.09615384615384,7,0,1000000,3000,4
36749,36749,146996,215,716,2864,651.0,0.0,651.0,851,851,643.3072625698323,18,0,1000000,3000,4
36786,36786,147144,216,37,148,238.0,0.0,238.0,302,302,163.56756756756758,7,0,1000000,3000,4
36995,36995,147980,217,209,836,626.0,0.0,626.0,722,722,398.46411483253587,15,0,1000000,3000,4
37207,37207,148828,218,212,848,762.0,0.0,762.0,861,861,537.9669811320755,18,0,1000000,3000,4
37401,37401,149604,219,194,776,805.0,0.0,805.0,898,898,573.4072164948453,18,0,1000000,3000,4
37432,37432,149728,220,31,124,251.0,0.0,251.0,315,315,159.70967741935485,7,0,1000000,3000,4
37537,37537,150148,221,105,420,626.0,0.0,626.0,705,705,345.26666666666665,15,0,1000000,3000,4
37684,37684,150736,222,147,588,638.0,0.0,638.0,722,723,495.05442176870747,15,0,1000000,3000,4
37787,37787,151148,223,103,412,611.0,0.0,611.0,688,688,383.80582524271847,14,0,1000000,3000,4
37828,37828,151312,224,41,164,230.0,0.0,230.0,295,295,157.97560975609755,6,0,1000000,3000,4
38249,38249,152996,225,421,1684,1651.0,0.0,1651.0,1791,1791,888.5225653206651,36,0,1000000,3000,4
38365,38365,153460,226,116,464,588.0,0.0,588.0,668,668,392.17241379310343,14,0,1000000,3000,4
38400,38400,153600,227,35,140,247.0,0.0,247.0,310,310,151.94285714285715,7,0,1000000,3000,4
38441,38441,153764,228,41,164,232.0,0.0,232.0,296,296,161.41463414634146,6,0,1000000,3000,4
38566,38566,154264,229,125,500,596.0,0.0,596.0,677,677,379.232,14,0,1000000,3000,4
38671,38671,154684,230,105,420,607.0,0.0,607.0,684,684,293.2,14,0,1000000,3000,4
38779,38779,155116,231,108,432,605.0,0.0,605.0,682,682,381.25,14,0,1000000,3000,4
38875,38875,155500,232,96,384,631.0,0.0,631.0,708,708,368.7083333333333,15,0,1000000,3000,4
38916,38916,155664,233,41,164,238.0,0.0,238.0,303,303,148.17073170731706,7,0,1000000,3000,4
39088,39088,156352,234,172,688,746.0,0.0,746.0,837,837,490.2906976744186,17,0,1000000,3000,4
39197,39197,156788,235,109,436,618.0,0.0,618.0,696,696,366.1467889908257,14,0,1000000,3000,4
39379,39379,157516,236,182,728,1142.0,0.0,1142.0,1235,1235,664.934065934066,25,0,1000000,3000,4
39453,39453,157812,237,74,296,622.0,0.0,622.0,693,693,356.81081081081084,14,0,1000000,3000,4
39487,39487,157948,238,34,136,238.0,0.0,238.0,302,302,158.88235294117646,7,0,1000000,3000,4
39564,39564,158256,239,77,308,639.0,0.0,639.0,712,712,384.4025974025974,15,0,1000000,3000,4
39743,39743,158972,240,179,716,1324.0,0.0,1324.0,1415,1415,733.4413407821229,29,0,1000000,3000,4
39809,39809,159236,241,66,264,605.0,0.0,605.0,676,676,324.09090909090907,14,0,1000000,3000,4
40030,40030,160120,242,221,884,1423.0,0.0,1423.0,1525,1525,720.8280542986425,31,0,1000000,3000,4
40065,40065,160260,243,35,140,244.0,0.0,244.0,307,307,157.0857142857143,7,0,1000000,3000,4
40095,40095,160380,244,30,120,245.0,0.0,245.0,308,308,158.3,7,0,1000000,3000,4
40311,40311,161244,245,216,864,1426.0,0.0,1426.0,1526,1526,768.5555555555555,31,0,1000000,3000,4
